Index,LCOA,Latitude,Longitude,Production,Max_capacity,Electricity_Cost_Frac
-49_-75_1000000.0,437.79,-49,-75,1000000,0.123278351,0.405857302
-49_-74_1000000.0,408.75,-49,-74,1000000,0.050634615,0.377443806
-49_-73_1000000.0,295.23,-49,-73,1000000,0.308281058,0.312571386
-49_-72_1000000.0,265.35,-49,-72,1000000,1.408364335,0.293438329
-49_-71_1000000.0,269.94,-49,-71,1000000,1.428925166,0.29967196
-49_-70_1000000.0,271.79,-49,-70,1000000,1.207189497,0.331694107
-49_-69_1000000.0,253.66,-49,-69,1000000,0.325091965,0.414876326
-49_-68_1000000.0,247.25,-49,-68,1000000,0.232894448,0.417969188
-49_69_1000000.0,206.69,-49,69,1000000,0,0.41057538
-48_-75_1000000.0,318.92,-48,-75,1000000,0.00187105,0.451103061
-48_-74_1000000.0,432.05,-48,-74,1000000,0.05892217,0.37236289
-48_-73_1000000.0,371.71,-48,-73,1000000,0.157087316,0.374390961
-48_-72_1000000.0,267.27,-48,-72,1000000,0.916479763,0.304700722
-48_-71_1000000.0,262.68,-48,-71,1000000,1.980037545,0.306472473
-48_-70_1000000.0,260.93,-48,-70,1000000,1.093091715,0.346342796
-48_-69_1000000.0,238.58,-48,-69,1000000,0.488536425,0.403230324
-48_-68_1000000.0,258.05,-48,-68,1000000,0.583404257,0.393700865
-48_-67_1000000.0,247.26,-48,-67,1000000,0.422044591,0.414248035
-48_-66_1000000.0,235.9,-48,-66,1000000,0.159098337,0.418182088
-47_-74_1000000.0,422.26,-47,-74,1000000,0,0.394422829
-47_-73_1000000.0,324.06,-47,-73,1000000,0.113389674,0.344463025
-47_-72_1000000.0,267.99,-47,-72,1000000,0.786928494,0.301578923
-47_-71_1000000.0,255.84,-47,-71,1000000,1.646940183,0.294939943
-47_-70_1000000.0,256.71,-47,-70,1000000,1.548931324,0.331659988
-47_-69_1000000.0,259.67,-47,-69,1000000,2.05561876,0.310710552
-47_-68_1000000.0,247.28,-47,-68,1000000,0.380255839,0.407049602
-47_-67_1000000.0,237.91,-47,-67,1000000,0.29432669,0.41714561
-47_168_1000000.0,275.19,-47,168,1000000,0.001193208,0.425117217
-46_-75_1000000.0,263.6,-46,-75,1000000,8.41E-05,4.28E-01
-46_-74_1000000.0,393.7,-46,-74,1000000,7.52E-05,3.69E-01
-46_-73_1000000.0,368.79,-46,-73,1000000,0.150332997,0.353587351
-46_-72_1000000.0,276.96,-46,-72,1000000,0.698803522,0.305576345
-46_-71_1000000.0,245.32,-46,-71,1000000,0.618179633,0.369194069
-46_-70_1000000.0,233.5,-46,-70,1000000,0.593020784,0.392032853
-46_-69_1000000.0,248.27,-46,-69,1000000,0.712658968,0.379212903
-46_-68_1000000.0,241.2,-46,-68,1000000,0.617472699,0.391005295
-46_167_1000000.0,321.03,-46,167,1000000,4.32E-05,4.29E-01
-46_168_1000000.0,312.52,-46,168,1000000,1.163008541,0.349213564
-46_169_1000000.0,308.6,-46,169,1000000,1.380404451,0.347363677
-46_170_1000000.0,303.32,-46,170,1000000,0.37971456,0.343666528
-45_-73_1000000.0,379.77,-45,-73,1000000,0.038172376,0.356973342
-45_-72_1000000.0,305.43,-45,-72,1000000,0.306484243,0.32632617
-45_-71_1000000.0,250.9,-45,-71,1000000,0.788774698,0.346054095
-45_-70_1000000.0,248.03,-45,-70,1000000,0.853592014,0.360657028
-45_-69_1000000.0,250.76,-45,-69,1000000,2.881837074,0.317013409
-45_-68_1000000.0,250.03,-45,-68,1000000,1.425423141,0.353703709
-45_-67_1000000.0,242.52,-45,-67,1000000,0.444282196,0.38727448
-45_-66_1000000.0,229.53,-45,-66,1000000,0.00296486,0.414373757
-45_168_1000000.0,311.18,-45,168,1000000,0.003688524,0.3423385
-45_169_1000000.0,290.95,-45,169,1000000,0.326755676,0.320718573
-45_170_1000000.0,280.77,-45,170,1000000,0.667805455,0.321757579
-45_171_1000000.0,283.28,-45,171,1000000,0.355122897,0.327358555
-44_-73_1000000.0,362.36,-44,-73,1000000,0.001305298,0.357872979
-44_-72_1000000.0,326.09,-44,-72,1000000,0.208862838,0.342507064
-44_-71_1000000.0,258.07,-44,-71,1000000,1.498743102,0.29683086
-44_-70_1000000.0,248.94,-44,-70,1000000,1.727056625,0.330821698
-44_-69_1000000.0,247.79,-44,-69,1000000,2.576532645,0.314443357
-44_-68_1000000.0,247.94,-44,-68,1000000,2.231213467,0.320422276
-44_-67_1000000.0,243.87,-44,-67,1000000,0.913140408,0.372029529
-44_-66_1000000.0,234.62,-44,-66,1000000,0.372237528,0.4091062
-44_169_1000000.0,314.47,-44,169,1000000,0.001179562,0.337271307
-44_170_1000000.0,280.08,-44,170,1000000,0.266142255,0.325172076
-44_171_1000000.0,276.76,-44,171,1000000,0.705361945,0.315172101
-43_-74_1000000.0,315.49,-43,-74,1000000,0.006784283,0.38878776
-43_-72_1000000.0,311.91,-43,-72,1000000,0.060413951,0.33601703
-43_-71_1000000.0,260.1,-43,-71,1000000,1.549885003,0.300504116
-43_-70_1000000.0,249.88,-43,-70,1000000,2.235469482,0.295628116
-43_-69_1000000.0,242.3,-43,-69,1000000,2.665596144,0.291528527
-43_-68_1000000.0,242,-43,-68,1000000,1.876334961,0.335255036
-43_-67_1000000.0,247.8,-43,-67,1000000,2.645598046,0.298301738
-43_-66_1000000.0,245.02,-43,-66,1000000,0.829283162,0.378270549
-43_-65_1000000.0,238.55,-43,-65,1000000,0.114378383,0.409236539
-43_146_1000000.0,323.35,-43,146,1000000,0.00219568,0.41483366
-43_147_1000000.0,292.51,-43,147,1000000,0.125045413,0.334040652
-43_171_1000000.0,312.77,-43,171,1000000,0.435409748,0.345202197
-43_172_1000000.0,277.6,-43,172,1000000,0.372521399,0.323161344
-43_173_1000000.0,270.8,-43,173,1000000,0.420648731,0.310393984
-42_-74_1000000.0,289.44,-42,-74,1000000,0.017452949,0.380642238
-42_-72_1000000.0,310.28,-42,-72,1000000,0.003301577,0.333774069
-42_-71_1000000.0,248.51,-42,-71,1000000,1.513918015,0.295752359
-42_-70_1000000.0,239.16,-42,-70,1000000,2.576911778,0.297660053
-42_-69_1000000.0,238.13,-42,-69,1000000,2.11235902,0.297231705
-42_-68_1000000.0,236.27,-42,-68,1000000,1.438361559,0.313861052
-42_-67_1000000.0,242.46,-42,-67,1000000,1.393461246,0.318269382
-42_-66_1000000.0,236.18,-42,-66,1000000,0.492774598,0.408932589
-42_146_1000000.0,318.32,-42,146,1000000,0.005775677,0.35283029
-42_147_1000000.0,271.97,-42,147,1000000,0.479956797,0.31592759
-42_148_1000000.0,266.47,-42,148,1000000,0.234997799,0.315485561
-42_172_1000000.0,314.27,-42,172,1000000,0.035557599,0.349598616
-42_173_1000000.0,270.09,-42,173,1000000,0.35497748,0.320717418
-42_174_1000000.0,263.37,-42,174,1000000,0.287181958,0.311546741
-41_-73_1000000.0,303.51,-41,-73,1000000,0.378073479,0.343653044
-41_-72_1000000.0,293.48,-41,-72,1000000,0.001117492,0.325878291
-41_-71_1000000.0,249.18,-41,-71,1000000,1.08017869,0.292486656
-41_-70_1000000.0,241.36,-41,-70,1000000,2.429849711,0.290753719
-41_-69_1000000.0,238.61,-41,-69,1000000,2.138489706,0.296714736
-41_-68_1000000.0,239.05,-41,-68,1000000,2.04505192,0.303544003
-41_-67_1000000.0,242.21,-41,-67,1000000,0.93513798,0.307791316
-41_-66_1000000.0,249.26,-41,-66,1000000,1.574694962,0.318534972
-41_-64_1000000.0,235.64,-41,-64,1000000,0.357851335,0.409074507
-41_-63_1000000.0,241.98,-41,-63,1000000,0.261977033,0.394034431
-41_145_1000000.0,281.71,-41,145,1000000,0.013137353,0.419414346
-41_147_1000000.0,257.68,-41,147,1000000,0.058987427,0.369709207
-41_148_1000000.0,256.19,-41,148,1000000,0.080502788,0.317697489
-41_173_1000000.0,270.36,-41,173,1000000,0.071284896,0.319540804
-41_174_1000000.0,251.37,-41,174,1000000,0.013749815,0.366119048
-41_175_1000000.0,257.73,-41,175,1000000,0.048735691,0.398206951
-41_176_1000000.0,259.49,-41,176,1000000,0.115742192,0.400347522
-40_-73_1000000.0,287.13,-40,-73,1000000,0.217693327,0.316100016
-40_-72_1000000.0,292.15,-40,-72,1000000,0.04051988,0.322291654
-40_-71_1000000.0,244.14,-40,-71,1000000,1.477422635,0.289553653
-40_-70_1000000.0,242.06,-40,-70,1000000,2.436539804,0.28638406
-40_-69_1000000.0,239.78,-40,-69,1000000,2.40435191,0.297104407
-40_-68_1000000.0,240.43,-40,-68,1000000,2.417651985,0.312167946
-40_-67_1000000.0,246.26,-40,-67,1000000,2.288338961,0.303611925
-40_-66_1000000.0,244.75,-40,-66,1000000,1.391777436,0.340062073
-40_-65_1000000.0,245.39,-40,-65,1000000,1.092279143,0.357692879
-40_-64_1000000.0,248.98,-40,-64,1000000,1.586635504,0.335998569
-40_-63_1000000.0,250.45,-40,-63,1000000,0.999118047,0.335423377
-40_144_1000000.0,243.52,-40,144,1000000,0.015871004,0.418710647
-40_148_1000000.0,235.51,-40,148,1000000,0.021948408,0.407324186
-40_176_1000000.0,281.08,-40,176,1000000,0.625554268,0.331489433
-39_-73_1000000.0,270.78,-39,-73,1000000,0.370446988,0.307616193
-39_-72_1000000.0,276.1,-39,-72,1000000,0.195724471,0.319807958
-39_-71_1000000.0,242.27,-39,-71,1000000,1.086121582,0.288681663
-39_-70_1000000.0,235.76,-39,-70,1000000,2.56857979,0.287395145
-39_-69_1000000.0,238.64,-39,-69,1000000,2.281876341,0.290351475
-39_-68_1000000.0,240.33,-39,-68,1000000,1.984533359,0.293503322
-39_-67_1000000.0,242.3,-39,-67,1000000,2.159219584,0.305810795
-39_-66_1000000.0,243.86,-39,-66,1000000,1.904991387,0.310286755
-39_-65_1000000.0,245.34,-39,-65,1000000,1.682740563,0.316288806
-39_-64_1000000.0,248.77,-39,-64,1000000,1.123248141,0.311331828
-39_-63_1000000.0,250,-39,-63,1000000,0.97608542,0.31389776
-39_175_1000000.0,285.52,-39,175,1000000,0.236724106,0.338333167
-39_176_1000000.0,285.96,-39,176,1000000,0.26008974,0.330465908
-39_177_1000000.0,275.96,-39,177,1000000,0.221796707,0.324715087
-38_-73_1000000.0,263.25,-38,-73,1000000,0.223990576,0.303837964
-38_-72_1000000.0,262.6,-38,-72,1000000,0.255406042,0.310853476
-38_-71_1000000.0,231.67,-38,-71,1000000,1.573521916,0.284745888
-38_-70_1000000.0,228.64,-38,-70,1000000,2.977729113,0.285218809
-38_-69_1000000.0,233.27,-38,-69,1000000,2.326181127,0.290536057
-38_-68_1000000.0,235.82,-38,-68,1000000,2.231220281,0.293055497
-38_-67_1000000.0,239.39,-38,-67,1000000,1.75606242,0.299674581
-38_-66_1000000.0,242.07,-38,-66,1000000,1.415039586,0.307299342
-38_-65_1000000.0,243.03,-38,-65,1000000,1.291539452,0.31372084
-38_-64_1000000.0,246.21,-38,-64,1000000,1.038186319,0.308476229
-38_-63_1000000.0,245.07,-38,-63,1000000,0.774509111,0.323510331
-38_-62_1000000.0,247.92,-38,-62,1000000,0.469128821,0.308262081
-38_-61_1000000.0,251.85,-38,-61,1000000,0.729643476,0.316199902
-38_-60_1000000.0,255.78,-38,-60,1000000,0.554167265,0.335781774
-38_-59_1000000.0,260.79,-38,-59,1000000,0.247552121,0.345921714
-38_-58_1000000.0,260.76,-38,-58,1000000,0.358741541,0.359106997
-38_141_1000000.0,259.62,-38,141,1000000,0.097992962,0.401690332
-38_142_1000000.0,276.26,-38,142,1000000,0.511283871,0.354080436
-38_143_1000000.0,276.73,-38,143,1000000,0.344277663,0.347511099
-38_144_1000000.0,269.98,-38,144,1000000,0.538070138,0.341413161
-38_146_1000000.0,279.77,-38,146,1000000,0.311902352,0.331472498
-38_147_1000000.0,265.18,-38,147,1000000,0.336817715,0.328237857
-38_175_1000000.0,274.94,-38,175,1000000,0.457482693,0.333322304
-38_176_1000000.0,273.01,-38,176,1000000,0.425135688,0.330288365
-38_177_1000000.0,268.23,-38,177,1000000,0.12309866,0.320563369
-38_178_1000000.0,261.68,-38,178,1000000,0.182159596,0.318830296
-37_-73_1000000.0,248.93,-37,-73,1000000,0.203123995,0.294203484
-37_-72_1000000.0,253.19,-37,-72,1000000,0.556669579,0.306858227
-37_-71_1000000.0,228.94,-37,-71,1000000,1.26166693,0.277151137
-37_-70_1000000.0,215.61,-37,-70,1000000,2.949322548,0.279178088
-37_-69_1000000.0,225.75,-37,-69,1000000,1.539004972,0.288956891
-37_-68_1000000.0,230.89,-37,-68,1000000,1.678806724,0.292640017
-37_-67_1000000.0,236.49,-37,-67,1000000,1.488610366,0.297692829
-37_-66_1000000.0,239.54,-37,-66,1000000,1.47793856,0.310797328
-37_-65_1000000.0,242.18,-37,-65,1000000,1.245126898,0.297192241
-37_-64_1000000.0,243.42,-37,-64,1000000,0.578528073,0.302581084
-37_-63_1000000.0,245.91,-37,-63,1000000,0.313345732,0.305770498
-37_-62_1000000.0,248.23,-37,-62,1000000,0.465955492,0.307457884
-37_-61_1000000.0,249.25,-37,-61,1000000,1.074091755,0.308794365
-37_-60_1000000.0,254.94,-37,-60,1000000,0.852101,0.305604917
-37_-59_1000000.0,258.78,-37,-59,1000000,0.771593846,0.310936914
-37_-58_1000000.0,261.84,-37,-58,1000000,0.984744224,0.31430919
-37_-57_1000000.0,258.54,-37,-57,1000000,0.443277784,0.314863057
-37_140_1000000.0,266.16,-37,140,1000000,0.392948321,0.342519046
-37_141_1000000.0,269.17,-37,141,1000000,0.473632542,0.317510852
-37_142_1000000.0,262.82,-37,142,1000000,0.475147007,0.31477205
-37_143_1000000.0,258.84,-37,143,1000000,0.4767936,0.305744772
-37_144_1000000.0,258.05,-37,144,1000000,0.71811892,0.303669505
-37_145_1000000.0,261.78,-37,145,1000000,0.713880932,0.302053065
-37_146_1000000.0,265.75,-37,146,1000000,0.425291739,0.313114719
-37_147_1000000.0,261.09,-37,147,1000000,0.054405529,0.309425605
-37_148_1000000.0,254.25,-37,148,1000000,0.073043401,0.312758701
-37_149_1000000.0,253.05,-37,149,1000000,0.367491094,0.31276276
-37_175_1000000.0,259.46,-37,175,1000000,0.351398086,0.322929903
-36_-72_1000000.0,243.46,-36,-72,1000000,0.782873865,0.291868048
-36_-71_1000000.0,233.26,-36,-71,1000000,1.770371345,0.281693442
-36_-70_1000000.0,212.52,-36,-70,1000000,3.36837199,0.275837865
-36_-69_1000000.0,220.82,-36,-69,1000000,1.3986974,0.284996337
-36_-68_1000000.0,227.33,-36,-68,1000000,1.575601741,0.289502432
-36_-67_1000000.0,233.57,-36,-67,1000000,1.364449111,0.300587464
-36_-66_1000000.0,236.91,-36,-66,1000000,1.24174577,0.303783718
-36_-65_1000000.0,240.64,-36,-65,1000000,1.052884299,0.299618365
-36_-64_1000000.0,243,-36,-64,1000000,0.124813045,0.300425393
-36_-63_1000000.0,245.17,-36,-63,1000000,0.148933156,0.301993308
-36_-62_1000000.0,246.74,-36,-62,1000000,0.559195117,0.303622226
-36_-61_1000000.0,250.33,-36,-61,1000000,0.995277742,0.310564257
-36_-60_1000000.0,252.57,-36,-60,1000000,1.00416786,0.315394448
-36_-59_1000000.0,255.38,-36,-59,1000000,1.02517157,0.30790841
-36_-58_1000000.0,259.36,-36,-58,1000000,0.987636486,0.32325321
-36_137_1000000.0,252.47,-36,137,1000000,0.127969035,0.335615912
-36_140_1000000.0,260.42,-36,140,1000000,0.619197117,0.314459291
-36_141_1000000.0,254.52,-36,141,1000000,0.631799914,0.316552207
-36_142_1000000.0,251.49,-36,142,1000000,0.197937225,0.301953669
-36_143_1000000.0,250.55,-36,143,1000000,0.639594793,0.302404466
-36_144_1000000.0,250.66,-36,144,1000000,0.690677571,0.296110199
-36_145_1000000.0,253.06,-36,145,1000000,0.535537376,0.296604808
-36_146_1000000.0,252.21,-36,146,1000000,0.263026594,0.295426657
-36_147_1000000.0,253.2,-36,147,1000000,0.390042906,0.298790592
-36_148_1000000.0,250.64,-36,148,1000000,0.276361041,0.299582297
-36_149_1000000.0,239.96,-36,149,1000000,0.747545339,0.303264133
-36_150_1000000.0,259.87,-36,150,1000000,0.103393843,0.326950245
-36_174_1000000.0,263.07,-36,174,1000000,0.367496126,0.336372878
-35_-72_1000000.0,240.76,-35,-72,1000000,0.607051792,0.288287313
-35_-71_1000000.0,240.66,-35,-71,1000000,1.063204268,0.287821268
-35_-70_1000000.0,208.39,-35,-70,1000000,3.096722474,0.269434989
-35_-69_1000000.0,221.96,-35,-69,1000000,2.125802445,0.285496322
-35_-68_1000000.0,229.42,-35,-68,1000000,2.28422892,0.294787434
-35_-67_1000000.0,232.79,-35,-67,1000000,2.611207183,0.299359567
-35_-66_1000000.0,235.53,-35,-66,1000000,1.44978789,0.301670349
-35_-65_1000000.0,240.43,-35,-65,1000000,0.700009683,0.302202187
-35_-64_1000000.0,243.02,-35,-64,1000000,0.146299722,0.304352377
-35_-63_1000000.0,245.37,-35,-63,1000000,0.37588775,0.302917824
-35_-62_1000000.0,247.41,-35,-62,1000000,0.603438699,0.303481423
-35_-61_1000000.0,250.99,-35,-61,1000000,0.568805565,0.304937873
-35_-60_1000000.0,253.1,-35,-60,1000000,0.484365004,0.311912359
-35_-59_1000000.0,256.36,-35,-59,1000000,0.957425392,0.325639131
-35_-58_1000000.0,253.69,-35,-58,1000000,0.59647435,0.317213934
-35_117_1000000.0,263.39,-35,117,1000000,0.095709575,0.320617318
-35_118_1000000.0,261.79,-35,118,1000000,0.363031463,0.338529969
-35_137_1000000.0,245.82,-35,137,1000000,0.053584813,0.357643101
-35_139_1000000.0,248.81,-35,139,1000000,0.699053362,0.307743257
-35_140_1000000.0,248.67,-35,140,1000000,0.948009434,0.299637643
-35_141_1000000.0,245.96,-35,141,1000000,0.836301998,0.295209163
-35_142_1000000.0,243.68,-35,142,1000000,0.755957485,0.290471146
-35_143_1000000.0,242.7,-35,143,1000000,1.096388901,0.293218004
-35_144_1000000.0,243.58,-35,144,1000000,1.092396039,0.290515456
-35_145_1000000.0,242.17,-35,145,1000000,1.107395183,0.290908981
-35_146_1000000.0,243.04,-35,146,1000000,0.930529244,0.290834253
-35_147_1000000.0,244.47,-35,147,1000000,0.254157871,0.292584173
-35_148_1000000.0,246.35,-35,148,1000000,0.427882154,0.293986975
-35_149_1000000.0,243.29,-35,149,1000000,0.804199553,0.2975675
-35_150_1000000.0,249.14,-35,150,1000000,0.63097999,0.307813368
-34_-71_1000000.0,232.34,-34,-71,1000000,0.951032037,0.285217597
-34_-70_1000000.0,205.36,-34,-70,1000000,2.135484179,0.263477298
-34_-69_1000000.0,218.79,-34,-69,1000000,1.880696047,0.283577544
-34_-68_1000000.0,231.37,-34,-68,1000000,2.157520313,0.294507538
-34_-67_1000000.0,235.11,-34,-67,1000000,2.138971282,0.300770449
-34_-66_1000000.0,235.99,-34,-66,1000000,1.433925816,0.299810702
-34_-65_1000000.0,240.93,-34,-65,1000000,0.215470656,0.303278206
-34_-64_1000000.0,246.17,-34,-64,1000000,0.237559267,0.306181478
-34_-63_1000000.0,249.3,-34,-63,1000000,0.383286072,0.305997799
-34_-62_1000000.0,250.17,-34,-62,1000000,0.08219465,0.305647895
-34_-61_1000000.0,253.27,-34,-61,1000000,0.053819333,0.321663283
-34_-60_1000000.0,257.72,-34,-60,1000000,0.094195129,0.327869491
-34_-59_1000000.0,260.93,-34,-59,1000000,0.572949851,0.328193632
-34_-58_1000000.0,259.49,-34,-58,1000000,0.61745767,0.321910158
-34_-57_1000000.0,264.74,-34,-57,1000000,1.053110239,0.325645775
-34_-56_1000000.0,269.25,-34,-56,1000000,1.062373402,0.33048738
-34_-55_1000000.0,271.98,-34,-55,1000000,1.016074871,0.330161223
-34_-54_1000000.0,268.54,-34,-54,1000000,0.177224608,0.323129704
-34_19_1000000.0,240.14,-34,19,1000000,0.204396397,0.299151429
-34_20_1000000.0,241.99,-34,20,1000000,0.593255031,0.305220973
-34_21_1000000.0,242.27,-34,21,1000000,0.032727721,0.308304737
-34_22_1000000.0,239.7,-34,22,1000000,0.003465285,0.303650041
-34_23_1000000.0,237.98,-34,23,1000000,0.016963968,0.301749406
-34_24_1000000.0,238.21,-34,24,1000000,0.067802068,0.305535662
-34_115_1000000.0,249.66,-34,115,1000000,0.018911964,0.350596756
-34_116_1000000.0,251.8,-34,116,1000000,0.364626783,0.307093649
-34_117_1000000.0,249,-34,117,1000000,0.456434474,0.301507769
-34_118_1000000.0,247.52,-34,118,1000000,0.229077109,0.300975824
-34_119_1000000.0,248.27,-34,119,1000000,0.276887742,0.300994936
-34_136_1000000.0,255.09,-34,136,1000000,0.202047265,0.301751198
-34_138_1000000.0,243.38,-34,138,1000000,0.055976691,0.299523385
-34_139_1000000.0,239.89,-34,139,1000000,0.886504706,0.292796641
-34_140_1000000.0,239.75,-34,140,1000000,1.667156755,0.291394097
-34_141_1000000.0,237.99,-34,141,1000000,1.231857794,0.289755134
-34_142_1000000.0,236.43,-34,142,1000000,2.024023084,0.288298109
-34_143_1000000.0,236.04,-34,143,1000000,1.488684055,0.286984435
-34_144_1000000.0,235.44,-34,144,1000000,1.586334479,0.285659621
-34_145_1000000.0,235.22,-34,145,1000000,1.234682472,0.285839098
-34_146_1000000.0,236.71,-34,146,1000000,1.201755733,0.285732637
-34_147_1000000.0,236.9,-34,147,1000000,0.78060815,0.288838096
-34_148_1000000.0,237.99,-34,148,1000000,0.321691171,0.294115251
-34_149_1000000.0,240.79,-34,149,1000000,0.859683503,0.291167894
-34_150_1000000.0,245.25,-34,150,1000000,0.562259805,0.304659018
-34_151_1000000.0,245.16,-34,151,1000000,0.240740354,0.311253544
-33_-71_1000000.0,222.29,-33,-71,1000000,1.009696068,0.28535089
-33_-70_1000000.0,199.06,-33,-70,1000000,1.729264536,0.260563575
-33_-69_1000000.0,218.16,-33,-69,1000000,2.099500661,0.285088969
-33_-68_1000000.0,228.63,-33,-68,1000000,1.104399816,0.29474992
-33_-67_1000000.0,231.33,-33,-67,1000000,1.159722928,0.299800807
-33_-66_1000000.0,231.62,-33,-66,1000000,1.681691838,0.296777595
-33_-65_1000000.0,237.03,-33,-65,1000000,0.654614041,0.299912135
-33_-64_1000000.0,246.73,-33,-64,1000000,0.025260555,0.304856173
-33_-63_1000000.0,250.16,-33,-63,1000000,0.066147711,0.305009911
-33_-62_1000000.0,251.96,-33,-62,1000000,0.030801524,0.311874608
-33_-61_1000000.0,255.74,-33,-61,1000000,0.032796363,0.316878397
-33_-60_1000000.0,259.83,-33,-60,1000000,0.197232668,0.307620172
-33_-59_1000000.0,262.07,-33,-59,1000000,0.922204478,0.313525253
-33_-58_1000000.0,264.48,-33,-58,1000000,0.754444784,0.316863833
-33_-57_1000000.0,268.33,-33,-57,1000000,0.965858463,0.319528319
-33_-56_1000000.0,270.02,-33,-56,1000000,0.942319364,0.32044471
-33_-55_1000000.0,270.92,-33,-55,1000000,1.039887217,0.331004905
-33_-54_1000000.0,278.71,-33,-54,1000000,0.622165504,0.324684749
-33_-53_1000000.0,266.13,-33,-53,1000000,0.321034333,0.32448018
-33_18_1000000.0,230.81,-33,18,1000000,0.074237378,0.288501604
-33_19_1000000.0,227.5,-33,19,1000000,0.513338153,0.287639594
-33_20_1000000.0,221.57,-33,20,1000000,2.862516739,0.281357805
-33_21_1000000.0,223.49,-33,21,1000000,1.803715868,0.285553886
-33_22_1000000.0,226.49,-33,22,1000000,1.615113846,0.288597278
-33_23_1000000.0,226.9,-33,23,1000000,1.684102906,0.28888618
-33_24_1000000.0,231.36,-33,24,1000000,2.469045417,0.295179685
-33_25_1000000.0,235.13,-33,25,1000000,2.010473971,0.300903487
-33_26_1000000.0,242.44,-33,26,1000000,1.302950478,0.310428766
-33_27_1000000.0,248.56,-33,27,1000000,0.890727463,0.315971705
-33_116_1000000.0,236.65,-33,116,1000000,0.639490373,0.296321843
-33_117_1000000.0,237.04,-33,117,1000000,0.247858128,0.291412889
-33_118_1000000.0,236.13,-33,118,1000000,0.194465293,0.292420295
-33_119_1000000.0,236.37,-33,119,1000000,0.490432154,0.290653563
-33_120_1000000.0,238.89,-33,120,1000000,0.957857237,0.294362113
-33_121_1000000.0,242.86,-33,121,1000000,0.711611609,0.297320734
-33_122_1000000.0,242.61,-33,122,1000000,0.766091184,0.296992154
-33_123_1000000.0,244.31,-33,123,1000000,0.319129789,0.298648058
-33_124_1000000.0,246.71,-33,124,1000000,0.229980186,0.307295491
-33_135_1000000.0,247.19,-33,135,1000000,0.707473806,0.297256636
-33_136_1000000.0,244.27,-33,136,1000000,0.940039994,0.288186266
-33_137_1000000.0,238.84,-33,137,1000000,1.891784699,0.293395373
-33_138_1000000.0,237.56,-33,138,1000000,0.68416026,0.293467533
-33_139_1000000.0,231.92,-33,139,1000000,1.796636181,0.287486184
-33_140_1000000.0,230.49,-33,140,1000000,3.070340861,0.286295083
-33_141_1000000.0,230.56,-33,141,1000000,2.321945308,0.285433812
