,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t80,t83,t84,t85,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,oft_f1,oft_f2,oft_f3,oft_f4,oft_f5,oft_f6,oft_f7,oft_f8,oft_f9,oft_f10,oft_f11,oft_f12,oft_f13,oft_steel1,oft_steel2,oft_steel3,oft_steel4,oft_steel5,oft_steel6,oft_steel7,oft_steel8,oft_steel9,oft_steel10,oft_steel11,oft_steel12,oft_sh1,oft_sh2,oft_sh3,oft_sh4,oft_sh5,oft_sh6,oft_sh7,oft_sh8,oft_sh9,oft_sh10,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,164
t69,140.0,100.0,120.0,115.0,110.0,120.0,115.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,110.0,120.0,115.0,115.0,95.0,140.0,150.0,140.0,140.0,150.0,115.0,115.0,105.0,105.0,95.0,80.0,100.0,120.0,120.0,95.0,120.0,120.0,120.0,120.0,115.0,115.0,120.0,105.0,105.0,120.0,120.0,120.0,110.0,105.0,80.0,110.0,110.0,110.0,105.0,120.0,120.0,120.0,105.0,95.0,100.0,105.0,105.0,120.0,60.0,inf,60.0,60.0,120.0,120.0,120.0,120.0,120.0,80.0,110.0,60.0,120.0,150.0,110.0,100.0,120.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,115.0,115.0,110.0,110.0,110.0,115.0,110.0,115.0,120.0,115.0,115.0,110.0,95.0,115.0,115.0,110.0,95.0,100.0,115.0,115.0,110.0,115.0,115.0,120.0,150.0,120.0,120.0,115.0,110.0,150.0,110.0,110.0,110.0,120.0,110.0,115.0,115.0,115.0,120.0,115.0,110.0,115.0,150.0,115.0,105.0,105.0,95.0,100.0,100.0,95.0,95.0,110.0,120.0,95.0,115.0,100.0,115.0,100.0,100.0,115.0,115.0,115.0,120.0,100.0,120.0,100.0,110.0,110.0,110.0,110.0,120.0,120.0,100.0,105.0,105.0,inf,267.0397419331717,301.2654424922349,inf,inf,inf,inf,inf,inf,166.4216000887925,135.48450941791643,114.00936749186319,inf,inf,inf,inf,inf,inf,113.54877883629877,68.23855142412779,inf,inf,inf,inf,inf,285.89590198867495,inf,inf,280.11901984813903,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t70,140.0,100.0,120.0,115.0,110.0,120.0,115.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,110.0,120.0,115.0,115.0,95.0,140.0,150.0,140.0,140.0,150.0,115.0,115.0,105.0,105.0,95.0,80.0,100.0,120.0,120.0,95.0,120.0,120.0,120.0,120.0,115.0,115.0,120.0,105.0,105.0,120.0,120.0,120.0,110.0,105.0,80.0,110.0,110.0,110.0,105.0,120.0,120.0,120.0,105.0,95.0,100.0,105.0,105.0,120.0,60.0,60.0,inf,60.0,120.0,120.0,120.0,120.0,120.0,80.0,110.0,60.0,120.0,150.0,110.0,100.0,120.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,115.0,115.0,110.0,110.0,110.0,115.0,110.0,115.0,120.0,115.0,115.0,110.0,95.0,115.0,115.0,110.0,95.0,100.0,115.0,115.0,110.0,115.0,115.0,120.0,150.0,120.0,120.0,115.0,110.0,150.0,110.0,110.0,110.0,120.0,110.0,115.0,115.0,115.0,120.0,115.0,110.0,115.0,150.0,115.0,105.0,105.0,95.0,100.0,100.0,95.0,95.0,110.0,120.0,95.0,115.0,100.0,115.0,100.0,100.0,115.0,115.0,115.0,120.0,100.0,120.0,100.0,110.0,110.0,110.0,110.0,120.0,120.0,100.0,105.0,105.0,inf,307.55883740200875,inf,inf,inf,inf,inf,inf,230.45482959052492,126.52089820082848,56.04079891690865,140.50769615856348,inf,inf,inf,inf,inf,inf,124.51499761451475,78.9776542040931,inf,inf,inf,inf,inf,inf,inf,inf,188.56630104496622,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t71,140.0,100.0,120.0,115.0,110.0,120.0,115.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,110.0,120.0,115.0,115.0,95.0,140.0,150.0,140.0,140.0,150.0,115.0,115.0,105.0,105.0,95.0,80.0,100.0,120.0,120.0,95.0,120.0,120.0,120.0,120.0,115.0,115.0,120.0,105.0,105.0,120.0,120.0,120.0,110.0,105.0,80.0,110.0,110.0,110.0,105.0,120.0,120.0,120.0,105.0,95.0,100.0,105.0,105.0,120.0,60.0,60.0,60.0,inf,120.0,120.0,120.0,120.0,120.0,80.0,110.0,60.0,120.0,150.0,110.0,100.0,120.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,115.0,115.0,110.0,110.0,110.0,115.0,110.0,115.0,120.0,115.0,115.0,110.0,95.0,115.0,115.0,110.0,95.0,100.0,115.0,115.0,110.0,115.0,115.0,120.0,150.0,120.0,120.0,115.0,110.0,150.0,110.0,110.0,110.0,120.0,110.0,115.0,115.0,115.0,120.0,115.0,110.0,115.0,150.0,115.0,105.0,105.0,95.0,100.0,100.0,95.0,95.0,110.0,120.0,95.0,115.0,100.0,115.0,100.0,100.0,115.0,115.0,115.0,120.0,100.0,120.0,100.0,110.0,110.0,110.0,110.0,120.0,120.0,100.0,105.0,105.0,inf,265.4854066226899,299.48116616186115,inf,inf,inf,inf,inf,inf,164.36666445550247,134.12428094285718,111.94205817942898,inf,inf,inf,inf,inf,inf,111.4019113978741,68.26495119844094,inf,inf,inf,inf,inf,286.3196128462556,inf,inf,279.46620619685723,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t72,75.0,120.0,95.0,75.0,100.0,95.0,75.0,75.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,95.0,75.0,75.0,125.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,125.0,125.0,125.0,115.0,110.0,95.0,95.0,125.0,95.0,95.0,95.0,95.0,75.0,75.0,95.0,125.0,125.0,95.0,95.0,95.0,100.0,125.0,115.0,80.0,100.0,100.0,125.0,95.0,95.0,95.0,125.0,125.0,120.0,125.0,125.0,95.0,120.0,120.0,120.0,120.0,inf,95.0,95.0,60.0,60.0,115.0,80.0,120.0,60.0,75.0,110.0,110.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,75.0,75.0,75.0,100.0,125.0,100.0,100.0,100.0,125.0,120.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,95.0,95.0,100.0,100.0,75.0,100.0,100.0,100.0,95.0,100.0,75.0,100.0,100.0,95.0,75.0,100.0,100.0,75.0,100.0,125.0,125.0,125.0,120.0,120.0,125.0,125.0,110.0,75.0,125.0,100.0,120.0,100.0,120.0,120.0,100.0,100.0,100.0,75.0,135.0,60.0,120.0,110.0,110.0,110.0,110.0,60.0,60.0,120.0,125.0,125.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t73,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,inf,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,inf,277.44095904059964,308.0865060114455,inf,inf,189.09812297954016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,296.3015576047201,312.8706480594138,inf,inf,inf,inf,inf,310.8688742750188,224.85401850873626,inf,308.3026557974606,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t74,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,inf,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,inf,270.8423473912534,301.28887700019675,inf,inf,192.56037781838148,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,289.09347610988186,305.5616977846942,inf,inf,inf,inf,inf,303.7830952955659,226.34228395592953,inf,301.49165708814616,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t75,75.0,120.0,95.0,75.0,100.0,95.0,75.0,75.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,95.0,75.0,75.0,125.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,125.0,125.0,125.0,115.0,110.0,95.0,95.0,125.0,95.0,95.0,95.0,95.0,75.0,75.0,95.0,125.0,125.0,95.0,95.0,95.0,100.0,125.0,115.0,80.0,100.0,100.0,125.0,95.0,95.0,95.0,125.0,125.0,120.0,125.0,125.0,95.0,120.0,120.0,120.0,120.0,60.0,95.0,95.0,inf,60.0,115.0,80.0,120.0,60.0,75.0,110.0,110.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,75.0,75.0,75.0,100.0,125.0,100.0,100.0,100.0,125.0,120.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,95.0,95.0,100.0,100.0,75.0,100.0,100.0,100.0,95.0,100.0,75.0,100.0,100.0,95.0,75.0,100.0,100.0,75.0,100.0,125.0,125.0,125.0,120.0,120.0,125.0,125.0,110.0,75.0,125.0,100.0,120.0,100.0,120.0,120.0,100.0,100.0,100.0,75.0,135.0,60.0,120.0,110.0,110.0,110.0,110.0,60.0,60.0,120.0,125.0,125.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t76,75.0,120.0,95.0,75.0,100.0,95.0,75.0,75.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,95.0,75.0,75.0,125.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,125.0,125.0,125.0,115.0,110.0,95.0,95.0,125.0,95.0,95.0,95.0,95.0,75.0,75.0,95.0,125.0,125.0,95.0,95.0,95.0,100.0,125.0,115.0,80.0,100.0,100.0,125.0,95.0,95.0,95.0,125.0,125.0,120.0,125.0,125.0,95.0,120.0,120.0,120.0,120.0,60.0,95.0,95.0,60.0,inf,115.0,80.0,120.0,60.0,75.0,110.0,110.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,75.0,75.0,75.0,100.0,125.0,100.0,100.0,100.0,125.0,120.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,95.0,95.0,100.0,100.0,75.0,100.0,100.0,100.0,95.0,100.0,75.0,100.0,100.0,95.0,75.0,100.0,100.0,75.0,100.0,125.0,125.0,125.0,120.0,120.0,125.0,125.0,110.0,75.0,125.0,100.0,120.0,100.0,120.0,120.0,100.0,100.0,100.0,75.0,135.0,60.0,120.0,110.0,110.0,110.0,110.0,60.0,60.0,120.0,125.0,125.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t77,115.0,120.0,100.0,100.0,100.0,100.0,100.0,115.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.0,140.0,115.0,115.0,140.0,100.0,100.0,120.0,120.0,100.0,60.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.0,120.0,100.0,100.0,100.0,100.0,120.0,60.0,95.0,100.0,100.0,120.0,100.0,100.0,100.0,120.0,100.0,120.0,120.0,120.0,100.0,80.0,80.0,80.0,80.0,115.0,100.0,100.0,115.0,115.0,inf,95.0,80.0,115.0,140.0,110.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.0,100.0,100.0,100.0,100.0,100.0,115.0,140.0,100.0,100.0,100.0,100.0,140.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,140.0,100.0,120.0,120.0,100.0,120.0,120.0,100.0,100.0,110.0,115.0,100.0,100.0,120.0,100.0,120.0,120.0,100.0,100.0,100.0,115.0,105.0,115.0,120.0,110.0,110.0,110.0,110.0,115.0,115.0,120.0,120.0,120.0,inf,inf,inf,inf,293.8145519059857,inf,inf,inf,200.04742024962184,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,241.2933840843071,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t78,80.0,130.0,75.0,75.0,100.0,75.0,75.0,80.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,100.0,75.0,75.0,75.0,135.0,80.0,105.0,80.0,80.0,105.0,75.0,75.0,135.0,135.0,135.0,95.0,75.0,75.0,75.0,135.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,135.0,135.0,75.0,75.0,75.0,100.0,135.0,95.0,60.0,100.0,100.0,135.0,75.0,75.0,75.0,135.0,135.0,130.0,135.0,135.0,75.0,110.0,110.0,110.0,110.0,80.0,75.0,75.0,80.0,80.0,95.0,inf,110.0,80.0,105.0,125.0,75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,80.0,75.0,75.0,100.0,135.0,100.0,100.0,100.0,135.0,130.0,100.0,100.0,100.0,100.0,100.0,80.0,105.0,75.0,75.0,100.0,100.0,105.0,100.0,100.0,100.0,75.0,100.0,75.0,100.0,100.0,75.0,75.0,100.0,100.0,105.0,100.0,135.0,135.0,135.0,130.0,130.0,135.0,135.0,125.0,80.0,135.0,100.0,130.0,100.0,130.0,130.0,100.0,100.0,100.0,80.0,125.0,80.0,130.0,125.0,125.0,125.0,125.0,80.0,80.0,130.0,135.0,135.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t80,140.0,100.0,120.0,115.0,110.0,120.0,115.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,110.0,120.0,115.0,115.0,95.0,140.0,150.0,140.0,140.0,150.0,115.0,115.0,105.0,105.0,95.0,80.0,100.0,120.0,120.0,95.0,120.0,120.0,120.0,120.0,115.0,115.0,120.0,105.0,105.0,120.0,120.0,120.0,110.0,105.0,80.0,110.0,110.0,110.0,105.0,120.0,120.0,120.0,105.0,95.0,100.0,105.0,105.0,120.0,60.0,60.0,60.0,60.0,120.0,120.0,120.0,120.0,120.0,80.0,110.0,inf,120.0,150.0,110.0,100.0,120.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,115.0,115.0,110.0,110.0,110.0,115.0,110.0,115.0,120.0,115.0,115.0,110.0,95.0,115.0,115.0,110.0,95.0,100.0,115.0,115.0,110.0,115.0,115.0,120.0,150.0,120.0,120.0,115.0,110.0,150.0,110.0,110.0,110.0,120.0,110.0,115.0,115.0,115.0,120.0,115.0,110.0,115.0,150.0,115.0,105.0,105.0,95.0,100.0,100.0,95.0,95.0,110.0,120.0,95.0,115.0,100.0,115.0,100.0,100.0,115.0,115.0,115.0,120.0,100.0,120.0,100.0,110.0,110.0,110.0,110.0,120.0,120.0,100.0,105.0,105.0,inf,inf,inf,inf,inf,inf,inf,inf,57.235206130940085,243.98903539878467,191.52622866517515,304.3289460087203,inf,inf,inf,inf,inf,inf,285.3926651019715,247.6766325872257,inf,inf,inf,inf,inf,inf,inf,inf,43.50676051631686,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t83,75.0,120.0,95.0,75.0,100.0,95.0,75.0,75.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,95.0,75.0,75.0,125.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,125.0,125.0,125.0,115.0,110.0,95.0,95.0,125.0,95.0,95.0,95.0,95.0,75.0,75.0,95.0,125.0,125.0,95.0,95.0,95.0,100.0,125.0,115.0,80.0,100.0,100.0,125.0,95.0,95.0,95.0,125.0,125.0,120.0,125.0,125.0,95.0,120.0,120.0,120.0,120.0,60.0,95.0,95.0,60.0,60.0,115.0,80.0,120.0,inf,75.0,110.0,110.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,75.0,75.0,75.0,100.0,125.0,100.0,100.0,100.0,125.0,120.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,95.0,95.0,100.0,100.0,75.0,100.0,100.0,100.0,95.0,100.0,75.0,100.0,100.0,95.0,75.0,100.0,100.0,75.0,100.0,125.0,125.0,125.0,120.0,120.0,125.0,125.0,110.0,75.0,125.0,100.0,120.0,100.0,120.0,120.0,100.0,100.0,100.0,75.0,135.0,60.0,120.0,110.0,110.0,110.0,110.0,60.0,60.0,120.0,125.0,125.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t84,85.0,100.0,105.0,95.0,120.0,105.0,95.0,100.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,120.0,105.0,95.0,95.0,100.0,85.0,60.0,85.0,85.0,60.0,95.0,95.0,100.0,100.0,100.0,140.0,125.0,105.0,105.0,100.0,105.0,105.0,105.0,105.0,95.0,95.0,105.0,100.0,100.0,105.0,105.0,105.0,120.0,100.0,140.0,105.0,120.0,120.0,100.0,105.0,105.0,105.0,100.0,100.0,100.0,100.0,100.0,105.0,150.0,150.0,150.0,150.0,75.0,105.0,105.0,75.0,75.0,140.0,105.0,150.0,75.0,inf,115.0,125.0,105.0,105.0,105.0,105.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,95.0,120.0,120.0,100.0,95.0,95.0,120.0,100.0,120.0,120.0,120.0,100.0,100.0,120.0,120.0,120.0,120.0,120.0,100.0,60.0,105.0,105.0,120.0,120.0,60.0,120.0,120.0,120.0,105.0,120.0,95.0,120.0,120.0,105.0,95.0,120.0,120.0,60.0,120.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.0,100.0,100.0,120.0,100.0,120.0,100.0,100.0,120.0,120.0,120.0,100.0,120.0,75.0,100.0,115.0,115.0,115.0,115.0,75.0,75.0,100.0,100.0,100.0,inf,inf,inf,inf,inf,inf,252.73108398918606,226.09446997869506,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,279.7555746148155,312.6894164416475,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t85,125.0,100.0,130.0,125.0,140.0,130.0,125.0,110.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,140.0,130.0,125.0,125.0,100.0,125.0,115.0,125.0,125.0,115.0,125.0,125.0,100.0,100.0,100.0,110.0,110.0,130.0,130.0,100.0,130.0,130.0,130.0,130.0,125.0,125.0,130.0,100.0,100.0,130.0,130.0,130.0,140.0,100.0,110.0,125.0,140.0,140.0,100.0,130.0,130.0,130.0,100.0,100.0,100.0,100.0,100.0,130.0,110.0,110.0,110.0,110.0,110.0,130.0,130.0,110.0,110.0,110.0,125.0,110.0,110.0,115.0,inf,110.0,130.0,130.0,130.0,130.0,140.0,140.0,140.0,140.0,140.0,140.0,145.0,145.0,140.0,140.0,140.0,125.0,140.0,145.0,110.0,125.0,125.0,140.0,100.0,145.0,145.0,140.0,100.0,100.0,145.0,145.0,140.0,145.0,145.0,110.0,115.0,130.0,130.0,145.0,140.0,115.0,140.0,140.0,140.0,130.0,140.0,125.0,145.0,145.0,130.0,125.0,140.0,145.0,115.0,145.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,110.0,100.0,145.0,100.0,145.0,100.0,100.0,145.0,145.0,145.0,110.0,75.0,110.0,100.0,60.0,60.0,60.0,60.0,110.0,110.0,100.0,100.0,100.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
